login_frequency,feature_usage_count,support_ticket_volume,payment_amount,account_age,churned
15.0,5.0,5.0,101.9,1590,1
10.0,4.0,2.0,59.5,60,0
7.0,3.0,5.0,87.8,870,0
7.0,3.0,1.0,41.9,1410,0
8.0,3.0,3.0,83.0,2040,1
10.0,4.0,2.0,69.85,360,0
7.0,3.0,2.0,56.3,240,0
14.0,7.0,4.0,109.55,1620,0
8.0,4.0,1.0,92.15,2070,0
11.0,5.0,2.0,69.5,780,0
14.0,6.0,1.0,97.0,2160,0
10.0,5.0,0.0,58.35,2100,0
6.0,2.0,5.0,50.6,30,1
7.0,3.0,4.0,89.5,300,1
3.0,1.0,3.0,70.4,840,0
4.0,1.0,5.0,69.8,30,1
11.0,4.0,4.0,94.3,630,0
13.0,5.0,4.0,93.8,1530,1
2.0,1.0,1.0,19.55,1590,0
14.0,5.0,3.0,95.95,1590,0
12.0,5.0,4.0,101.05,720,1
19.0,8.0,0.0,94.8,2100,0
16.0,7.0,8.0,107.75,1830,0
9.0,3.0,1.0,54.6,330,0
5.0,1.0,4.0,71.3,60,0
2.0,1.0,1.0,19.5,750,0
6.0,3.0,3.0,56.3,1230,0
9.0,4.0,3.0,94.7,540,1
15.0,6.0,4.0,104.15,2160,1
18.0,8.0,0.0,90.55,2130,0
11.0,4.0,2.0,60.8,1020,0
10.0,5.0,2.0,98.8,870,0
16.0,6.0,3.0,98.15,1200,0
5.0,2.0,2.0,35.35,1080,0
13.0,6.0,1.0,103.15,1380,0
19.0,7.0,4.0,107.75,1740,0
10.0,3.0,3.0,81.4,1170,0
6.0,3.0,2.0,61.45,120,1
12.0,5.0,3.0,95.7,1560,0
15.0,6.0,6.0,104.8,2100,0
3.0,1.0,6.0,70.95,1950,0
3.0,1.0,3.0,44.95,30,0
13.0,5.0,3.0,97.65,2100,0
7.0,2.0,3.0,35.65,870,0
8.0,3.0,4.0,90.55,30,1
14.0,7.0,3.0,85.25,2010,0
5.0,1.0,0.0,19.5,30,0
6.0,3.0,4.0,88.8,780,1
5.0,2.0,2.0,25.1,900,0
14.0,5.0,1.0,100.05,1440,0
8.0,3.0,2.0,55.7,1650,0
9.0,3.0,4.0,85.2,210,1
8.0,4.0,4.0,91.15,1110,0
7.0,3.0,4.0,83.85,930,0
5.0,1.0,2.0,45.9,120,0
5.0,2.0,3.0,25.1,2160,0
6.0,3.0,3.0,91.4,150,1
3.0,1.0,1.0,19.7,30,0
8.0,3.0,5.0,91.5,450,0
6.0,2.0,4.0,51.3,240,0
5.0,1.0,1.0,21.1,1050,0
15.0,6.0,4.0,104.75,1680,0
15.0,6.0,3.0,106.15,1260,1
11.0,4.0,3.0,85.75,1950,0
5.0,1.0,1.0,20.3,60,0
13.0,5.0,5.0,100.75,1950,0
7.0,2.0,3.0,74.15,540,0
13.0,6.0,3.0,78.55,690,0
4.0,1.0,3.0,45.3,120,1
5.0,1.0,0.0,19.85,2100,0
4.0,2.0,5.0,50.7,120,0
3.0,1.0,2.0,45.0,570,0
7.0,3.0,3.0,77.8,540,0
9.0,3.0,4.0,83.45,1140,0
6.0,2.0,5.0,73.25,60,1
13.0,5.0,5.0,94.8,1410,0
3.0,1.0,0.0,20.1,1560,0
9.0,3.0,2.0,59.9,270,0
16.0,8.0,1.0,90.1,780,0
5.0,2.0,2.0,51.05,240,1
11.0,5.0,0.0,70.95,1320,0
3.0,1.0,3.0,29.2,90,0
3.0,1.0,2.0,46.6,60,0
8.0,3.0,3.0,85.35,270,1
4.0,2.0,5.0,75.35,30,1
9.0,2.0,5.0,74.3,750,0
4.0,1.0,3.0,69.3,60,0
5.0,2.0,3.0,75.2,1290,1
5.0,1.0,0.0,20.9,30,1
13.0,5.0,4.0,94.3,1740,0
16.0,6.0,1.0,76.45,1770,0
9.0,4.0,3.0,54.0,1320,0
16.0,6.0,1.0,104.25,1980,0
4.0,1.0,1.0,19.95,2040,0
1.0,0.0,2.0,24.95,270,0
11.0,4.0,4.0,84.75,570,0
8.0,1.0,2.0,19.75,120,0
20.0,8.0,1.0,113.65,2100,0
4.0,1.0,3.0,44.9,30,0
4.0,2.0,5.0,75.25,240,0
7.0,2.0,2.0,24.6,1590,0
6.0,2.0,3.0,25.0,1530,0
4.0,1.0,2.0,20.95,330,0
17.0,7.0,1.0,110.6,1800,0
7.0,3.0,3.0,55.5,510,0
3.0,1.0,3.0,43.3,90,1
15.0,7.0,2.0,109.5,2100,1
6.0,1.0,1.0,19.45,30,0
7.0,3.0,4.0,84.85,1290,0
5.0,1.0,2.0,19.6,480,0
10.0,3.0,4.0,53.45,1710,0
3.0,1.0,0.0,19.8,1110,0
18.0,8.0,1.0,112.1,2160,0
7.0,3.0,4.0,84.8,330,1
12.0,5.0,4.0,95.05,1500,1
5.0,2.0,2.0,50.35,150,1
6.0,2.0,4.0,74.6,30,1
5.0,1.0,1.0,19.7,480,1
4.0,2.0,4.0,74.2,60,0
11.0,5.0,2.0,69.0,510,0
2.0,1.0,0.0,19.35,480,0
10.0,3.0,5.0,59.45,450,1
5.0,1.0,0.0,19.8,300,0
13.0,6.0,2.0,105.2,1380,1
16.0,7.0,1.0,109.2,1920,0
7.0,3.0,3.0,79.15,30,0
8.0,3.0,3.0,53.65,750,0
18.0,6.0,1.0,100.2,2130,0
8.0,1.0,2.0,45.15,240,1
16.0,7.0,3.0,108.65,2160,0
6.0,2.0,3.0,40.65,1470,0
13.0,5.0,1.0,55.35,870,0
16.0,7.0,1.0,105.6,2160,0
10.0,5.0,5.0,93.8,930,1
10.0,4.0,4.0,95.7,1500,0
16.0,7.0,0.0,83.2,2130,0
18.0,8.0,0.0,90.05,2100,0
14.0,5.0,1.0,97.65,2130,0
14.0,5.0,0.0,68.05,1830,0
10.0,4.0,2.0,96.2,960,1
4.0,2.0,3.0,79.6,30,1
14.0,6.0,5.0,102.1,2040,0
4.0,2.0,0.0,23.4,1860,0
5.0,1.0,3.0,71.05,210,0
8.0,3.0,5.0,85.25,600,1
3.0,1.0,3.0,19.45,180,0
12.0,5.0,2.0,59.45,990,0
11.0,4.0,5.0,92.2,840,0
5.0,1.0,1.0,19.85,810,0
5.0,1.0,3.0,43.9,210,0
7.0,3.0,3.0,80.5,780,1
10.0,4.0,4.0,89.8,150,1
9.0,4.0,5.0,90.5,900,0
10.0,4.0,4.0,90.45,1890,0
6.0,2.0,3.0,50.75,30,1
15.0,7.0,1.0,84.6,1590,0
12.0,4.0,1.0,89.65,420,1
11.0,5.0,3.0,99.15,630,0
4.0,1.0,2.0,19.95,510,0
2.0,1.0,0.0,20.5,480,0
6.0,3.0,3.0,62.1,1050,0
6.0,2.0,7.0,79.5,960,0
2.0,1.0,1.0,19.55,840,0
6.0,1.0,1.0,20.35,30,0
8.0,3.0,1.0,51.7,1770,0
4.0,2.0,0.0,23.3,2160,0
8.0,4.0,0.0,65.4,1080,1
13.0,4.0,3.0,65.1,1200,0
8.0,3.0,3.0,81.2,1200,0
11.0,5.0,1.0,72.9,270,1
14.0,6.0,1.0,74.5,1890,0
5.0,2.0,5.0,80.5,90,0
12.0,5.0,1.0,60.3,1200,0
5.0,2.0,4.0,75.0,240,0
11.0,4.0,1.0,90.15,1020,0
6.0,3.0,2.0,40.0,150,1
10.0,5.0,3.0,99.45,270,1
11.0,5.0,2.0,69.05,270,0
9.0,3.0,4.0,59.7,930,0
5.0,1.0,0.0,19.85,1500,0
10.0,4.0,3.0,86.25,60,1
4.0,1.0,2.0,45.65,30,1
5.0,1.0,4.0,70.1,240,1
7.0,2.0,2.0,40.75,270,0
4.0,1.0,5.0,70.2,60,1
7.0,3.0,2.0,55.35,90,1
9.0,4.0,1.0,95.7,750,0
3.0,1.0,2.0,46.3,30,0
15.0,7.0,1.0,81.3,1350,0
8.0,4.0,5.0,84.2,1530,1
5.0,1.0,0.0,20.0,1650,0
12.0,5.0,5.0,66.15,1140,0
5.0,1.0,4.0,45.85,60,1
5.0,1.0,0.0,19.6,1140,0
6.0,2.0,4.0,49.8,1020,0
14.0,5.0,4.0,101.75,2100,0
6.0,3.0,0.0,55.15,390,0
4.0,2.0,3.0,75.25,1170,1
15.0,6.0,4.0,103.95,1830,0
11.0,5.0,4.0,100.15,360,1
11.0,5.0,1.0,99.65,1230,0
7.0,2.0,4.0,73.7,630,0
6.0,3.0,4.0,50.05,1650,0
15.0,5.0,0.0,60.25,2070,0
13.0,6.0,4.0,105.75,780,1
9.0,4.0,4.0,87.3,2070,0
9.0,3.0,5.0,48.35,540,1
8.0,3.0,3.0,54.25,1410,0
18.0,7.0,1.0,85.3,2160,0
13.0,4.0,2.0,50.0,990,0
0.0,0.0,4.0,24.4,60,1
16.0,8.0,0.0,90.95,2160,0
3.0,1.0,5.0,72.25,1110,0
11.0,5.0,5.0,96.1,1860,0
5.0,1.0,0.0,19.85,2130,0
8.0,3.0,2.0,55.3,690,0
5.0,1.0,0.0,20.1,480,0
10.0,5.0,2.0,69.5,270,0
6.0,2.0,1.0,25.15,510,0
4.0,1.0,2.0,20.95,120,1
7.0,2.0,2.0,49.55,30,1
8.0,3.0,4.0,79.65,720,0
5.0,1.0,4.0,71.25,30,0
21.0,8.0,2.0,113.8,2160,0
8.0,2.0,2.0,24.55,2160,0
5.0,1.0,1.0,19.7,330,0
3.0,1.0,1.0,20.25,270,1
5.0,2.0,3.0,50.15,60,1
13.0,5.0,5.0,100.5,1800,0
12.0,5.0,6.0,95.9,870,1
12.0,5.0,0.0,74.45,1470,0
14.0,6.0,4.0,104.1,900,0
4.0,1.0,1.0,19.05,1590,0
5.0,2.0,0.0,25.0,1170,0
3.0,1.0,1.0,19.05,270,0
8.0,3.0,2.0,81.9,1170,0
6.0,1.0,3.0,69.7,240,0
11.0,4.0,3.0,90.15,1530,0
4.0,2.0,1.0,25.35,2130,0
8.0,2.0,1.0,24.65,2130,0
3.0,1.0,4.0,19.55,2100,0
3.0,0.0,2.0,25.25,30,1
13.0,5.0,0.0,60.0,1140,0
9.0,4.0,6.0,89.9,840,0
4.0,1.0,2.0,19.4,960,0
8.0,2.0,3.0,49.8,1470,0
8.0,2.0,1.0,24.1,1110,0
8.0,3.0,1.0,54.25,300,0
14.0,7.0,5.0,109.9,2010,0
7.0,2.0,2.0,35.5,210,0
7.0,3.0,4.0,87.55,1530,0
3.0,1.0,2.0,45.15,270,1
6.0,3.0,5.0,88.4,270,0
9.0,2.0,3.0,50.8,120,0
16.0,6.0,4.0,99.0,2130,0
9.0,3.0,4.0,84.4,1500,1
12.0,4.0,3.0,96.55,720,0
7.0,3.0,3.0,59.75,660,0
15.0,7.0,3.0,111.5,1320,0
7.0,2.0,0.0,24.25,990,0
6.0,2.0,4.0,75.1,30,1
9.0,4.0,3.0,70.15,1620,1
12.0,5.0,3.0,101.75,1260,1
4.0,1.0,3.0,45.8,30,1
4.0,1.0,0.0,20.5,30,0
10.0,5.0,0.0,70.4,900,0
5.0,1.0,2.0,30.55,30,0
18.0,7.0,2.0,84.9,480,0
7.0,1.0,0.0,20.1,30,1
5.0,2.0,2.0,40.65,270,1
13.0,5.0,3.0,101.0,1380,1
3.0,1.0,3.0,69.1,30,1
9.0,3.0,1.0,54.5,2130,0
5.0,2.0,4.0,75.35,1290,0
7.0,3.0,0.0,44.45,1500,0
5.0,2.0,6.0,75.0,390,1
13.0,5.0,1.0,100.0,570,1
13.0,5.0,4.0,98.05,1230,0
3.0,1.0,4.0,71.15,30,1
10.0,4.0,3.0,54.15,720,1
10.0,4.0,3.0,63.9,1200,0
10.0,5.0,3.0,69.15,90,0
9.0,4.0,3.0,64.65,1110,0
15.0,7.0,3.0,108.75,2010,1
12.0,5.0,4.0,98.85,960,0
7.0,2.0,2.0,49.15,180,1
10.0,4.0,3.0,89.6,960,0
10.0,4.0,3.0,83.25,1770,0
11.0,5.0,1.0,70.25,900,0
4.0,1.0,1.0,19.4,600,1
5.0,2.0,1.0,24.5,810,0
6.0,3.0,4.0,79.15,600,1
4.0,1.0,1.0,20.1,270,0
13.0,6.0,2.0,73.0,2040,0
10.0,4.0,0.0,61.4,2070,0
12.0,4.0,2.0,84.3,780,0
3.0,1.0,1.0,19.9,2070,0
7.0,1.0,3.0,20.4,330,0
7.0,2.0,2.0,50.75,30,0
2.0,1.0,0.0,20.45,300,0
13.0,6.0,0.0,75.75,1650,0
9.0,4.0,1.0,65.4,1320,0
5.0,2.0,5.0,80.4,1380,1
11.0,4.0,3.0,59.75,2070,0
4.0,2.0,3.0,78.5,330,0
10.0,5.0,4.0,102.0,330,1
5.0,2.0,4.0,48.95,870,0
13.0,5.0,3.0,99.65,1710,0
7.0,1.0,1.0,18.25,840,0
9.0,3.0,2.0,54.55,1260,0
4.0,1.0,3.0,20.65,60,1
7.0,3.0,2.0,40.65,690,0
7.0,1.0,2.0,20.45,540,0
4.0,2.0,1.0,24.8,1860,0
4.0,1.0,4.0,70.8,30,1
10.0,4.0,4.0,89.05,480,1
12.0,4.0,4.0,96.6,90,1
20.0,8.0,0.0,88.8,2010,0
3.0,1.0,1.0,20.05,1860,0
16.0,6.0,4.0,104.5,1710,1
2.0,1.0,4.0,69.8,60,0
14.0,6.0,3.0,77.15,690,0
7.0,2.0,0.0,35.05,750,0
16.0,7.0,2.0,108.1,2160,0
9.0,3.0,4.0,84.05,60,0
4.0,1.0,0.0,20.2,240,0
8.0,2.0,4.0,50.6,150,1
9.0,3.0,2.0,49.2,1050,0
7.0,2.0,0.0,24.6,720,0
4.0,1.0,5.0,71.65,60,0
15.0,7.0,1.0,104.9,2160,0
21.0,7.0,3.0,106.5,1230,0
5.0,2.0,2.0,49.35,120,1
4.0,2.0,3.0,75.5,780,0
8.0,4.0,5.0,94.25,210,1
4.0,1.0,4.0,68.95,30,1
8.0,4.0,1.0,58.5,120,0
15.0,6.0,2.0,78.9,1440,0
9.0,4.0,3.0,93.85,60,1
14.0,6.0,0.0,79.2,360,0
15.0,7.0,1.0,109.45,1800,0
10.0,4.0,1.0,59.2,1650,0
4.0,1.0,1.0,29.15,30,0
6.0,1.0,1.0,20.05,30,0
5.0,2.0,3.0,76.05,120,1
2.0,0.0,2.0,24.45,30,1
10.0,4.0,0.0,66.5,1260,0
7.0,2.0,4.0,49.55,30,0
8.0,4.0,4.0,89.35,210,1
7.0,2.0,3.0,73.6,90,0
17.0,7.0,2.0,82.65,2160,0
5.0,2.0,3.0,49.0,450,0
6.0,2.0,3.0,80.35,120,1
5.0,2.0,0.0,25.2,330,0
4.0,2.0,0.0,25.45,150,0
9.0,3.0,3.0,55.8,30,1
17.0,7.0,1.0,110.9,2160,0
6.0,3.0,4.0,77.75,1650,0
6.0,2.0,2.0,26.2,1200,0
4.0,1.0,1.0,19.9,1710,0
9.0,2.0,4.0,79.05,30,1
10.0,4.0,3.0,95.0,30,1
0.0,0.0,5.0,25.2,30,1
12.0,6.0,3.0,80.85,1560,0
12.0,5.0,3.0,98.4,1230,1
6.0,2.0,3.0,56.35,1290,0
4.0,1.0,1.0,19.3,1410,0
7.0,2.0,3.0,50.4,90,0
15.0,7.0,2.0,79.4,1980,1
7.0,3.0,0.0,55.25,1650,0
4.0,1.0,1.0,19.1,870,0
7.0,3.0,5.0,84.05,360,0
14.0,6.0,4.0,105.2,1980,0
14.0,5.0,3.0,101.4,1050,1
12.0,4.0,5.0,89.8,300,1
5.0,2.0,3.0,75.75,810,0
11.0,4.0,2.0,95.3,1740,0
15.0,7.0,2.0,109.75,1620,1
4.0,1.0,2.0,19.85,270,0
4.0,1.0,1.0,19.3,60,1
5.0,1.0,4.0,69.1,180,0
7.0,3.0,5.0,91.25,780,1
4.0,1.0,0.0,20.25,270,0
8.0,3.0,3.0,54.75,240,0
6.0,2.0,4.0,81.45,360,0
5.0,2.0,3.0,49.1,450,1
12.0,6.0,2.0,80.2,1290,0
11.0,5.0,3.0,100.3,1260,0
12.0,5.0,0.0,65.25,930,1
11.0,5.0,5.0,90.95,1980,0
11.0,4.0,1.0,85.45,540,1
3.0,1.0,2.0,20.0,30,0
14.0,5.0,1.0,94.1,1830,1
8.0,3.0,4.0,79.85,300,0
4.0,1.0,4.0,71.65,30,1
4.0,2.0,5.0,73.55,540,0
14.0,6.0,4.0,104.65,720,1
8.0,1.0,1.0,19.3,90,0
4.0,1.0,0.0,20.15,1500,0
4.0,1.0,2.0,44.55,30,0
6.0,3.0,0.0,54.45,60,0
6.0,1.0,0.0,19.65,510,0
13.0,6.0,5.0,105.0,2070,0
17.0,8.0,1.0,88.7,2160,0
7.0,2.0,4.0,74.25,90,1
14.0,6.0,2.0,75.15,1500,0
6.0,1.0,0.0,20.25,1590,0
15.0,7.0,3.0,109.1,1740,0
3.0,1.0,2.0,30.75,1380,0
20.0,8.0,2.0,112.9,2160,0
8.0,2.0,6.0,74.2,30,1
15.0,5.0,4.0,94.05,180,0
15.0,7.0,1.0,78.85,2160,0
4.0,2.0,2.0,55.3,120,0
6.0,1.0,1.0,19.35,1560,0
6.0,2.0,3.0,25.35,0,0
3.0,1.0,1.0,20.45,60,0
6.0,1.0,2.0,19.35,1950,0
10.0,5.0,4.0,101.0,1290,1
13.0,5.0,3.0,100.2,120,1
9.0,4.0,4.0,89.05,750,1
14.0,6.0,1.0,78.65,1530,0
11.0,5.0,2.0,74.75,360,0
12.0,4.0,5.0,70.1,1710,1
3.0,1.0,1.0,19.9,720,0
12.0,4.0,0.0,58.35,1920,0
12.0,6.0,1.0,105.65,120,1
13.0,5.0,4.0,100.5,780,0
3.0,1.0,1.0,20.05,450,0
6.0,2.0,1.0,25.65,1920,0
10.0,5.0,3.0,96.5,1080,1
9.0,4.0,6.0,95.0,810,0
4.0,1.0,4.0,70.85,30,1
15.0,7.0,0.0,85.95,1050,1
5.0,2.0,4.0,73.9,120,1
3.0,1.0,3.0,45.45,240,0
4.0,1.0,2.0,20.0,300,0
5.0,2.0,3.0,49.2,60,0
14.0,7.0,4.0,109.45,1740,1
17.0,7.0,0.0,83.25,1530,0
4.0,1.0,0.0,19.25,1380,0
3.0,1.0,0.0,19.65,30,0
6.0,2.0,4.0,72.8,1380,0
15.0,7.0,1.0,109.65,1500,0
10.0,4.0,1.0,65.0,1590,0
14.0,7.0,3.0,114.1,1830,0
5.0,1.0,2.0,20.65,150,0
16.0,7.0,1.0,86.95,1410,0
11.0,5.0,5.0,94.75,1620,0
3.0,0.0,4.0,25.35,570,0
15.0,6.0,2.0,105.45,780,0
6.0,2.0,2.0,25.4,2100,0
14.0,6.0,3.0,102.55,510,0
12.0,5.0,4.0,100.2,900,1
6.0,2.0,0.0,24.0,30,0
7.0,2.0,1.0,25.6,570,0
12.0,5.0,3.0,73.5,780,0
5.0,2.0,3.0,74.05,630,1
12.0,5.0,4.0,98.25,1500,0
11.0,4.0,2.0,54.4,2040,0
12.0,5.0,3.0,101.55,90,1
12.0,5.0,2.0,103.1,270,0
6.0,2.0,0.0,34.2,1530,0
5.0,1.0,2.0,43.75,270,0
16.0,7.0,4.0,111.95,1230,1
14.0,5.0,4.0,100.65,660,0
10.0,4.0,3.0,55.95,630,1
17.0,8.0,3.0,116.05,2130,0
4.0,1.0,2.0,45.75,30,1
14.0,6.0,0.0,82.0,780,0
12.0,5.0,3.0,65.15,2130,0
4.0,1.0,5.0,44.8,120,0
9.0,3.0,4.0,79.8,360,0
9.0,4.0,3.0,88.85,540,0
7.0,2.0,3.0,74.95,90,0
15.0,6.0,5.0,106.85,2160,0
7.0,2.0,4.0,74.95,330,1
6.0,2.0,5.0,80.15,30,1
5.0,1.0,0.0,19.3,390,0
16.0,7.0,2.0,109.25,2160,1
9.0,3.0,3.0,56.1,1260,0
3.0,1.0,3.0,19.7,510,0
5.0,2.0,3.0,51.3,210,0
18.0,8.0,1.0,118.6,2040,0
6.0,2.0,3.0,24.15,1680,0
5.0,1.0,0.0,20.3,1140,0
19.0,8.0,1.0,115.5,2160,0
7.0,2.0,2.0,25.05,1440,0
16.0,7.0,4.0,109.1,1560,0
3.0,1.0,0.0,19.65,1050,0
16.0,7.0,1.0,111.3,2010,0
4.0,1.0,3.0,29.9,30,0
9.0,3.0,2.0,80.6,1590,0
3.0,1.0,3.0,20.8,1020,0
4.0,1.0,3.0,35.2,90,1
5.0,2.0,5.0,78.8,30,1
11.0,4.0,1.0,89.95,570,0
17.0,8.0,3.0,116.05,1800,0
3.0,1.0,1.0,19.55,330,0
18.0,6.0,3.0,106.4,1410,1
6.0,2.0,3.0,49.4,540,1
17.0,8.0,3.0,115.25,1800,0
6.0,2.0,1.0,24.8,2160,0
4.0,1.0,1.0,19.9,1170,0
6.0,3.0,4.0,81.25,1770,0
5.0,1.0,4.0,69.95,60,0
4.0,1.0,3.0,69.1,30,1
10.0,3.0,4.0,90.2,600,1
11.0,4.0,4.0,93.55,180,1
11.0,4.0,2.0,86.4,2130,0
11.0,5.0,3.0,66.3,720,0
9.0,4.0,4.0,94.65,2010,0
9.0,2.0,5.0,80.85,30,1
7.0,3.0,4.0,82.05,1440,1
11.0,5.0,1.0,72.1,1110,0
7.0,2.0,4.0,34.7,330,0
4.0,1.0,1.0,20.55,90,1
14.0,4.0,4.0,95.95,540,0
3.0,1.0,3.0,44.8,1500,0
18.0,7.0,1.0,109.4,2010,0
11.0,5.0,0.0,71.05,750,0
8.0,3.0,3.0,78.55,60,1
3.0,1.0,0.0,19.7,270,0
10.0,3.0,3.0,40.25,300,0
2.0,1.0,0.0,19.85,2100,0
11.0,5.0,1.0,68.25,270,0
4.0,1.0,2.0,20.15,120,0
4.0,2.0,3.0,50.95,60,0
5.0,2.0,4.0,78.65,30,1
0.0,0.0,2.0,25.15,570,0
4.0,1.0,1.0,20.25,210,0
4.0,1.0,3.0,42.9,30,1
5.0,1.0,3.0,44.0,30,0
4.0,1.0,0.0,20.25,270,0
4.0,2.0,0.0,34.25,90,1
11.0,5.0,0.0,58.5,270,1
7.0,3.0,2.0,55.8,150,0
10.0,3.0,4.0,88.9,1680,0
6.0,3.0,2.0,57.65,540,0
10.0,4.0,3.0,96.2,1470,1
14.0,7.0,2.0,79.15,2100,0
15.0,7.0,1.0,108.05,2160,0
5.0,2.0,3.0,74.4,180,1
10.0,4.0,3.0,94.8,510,0
7.0,2.0,2.0,45.9,870,0
13.0,6.0,4.0,105.3,180,1
12.0,5.0,4.0,102.6,1890,0
5.0,2.0,6.0,73.85,480,1
6.0,3.0,3.0,61.35,1770,0
8.0,3.0,3.0,57.55,90,0
7.0,1.0,4.0,29.25,240,0
9.0,3.0,4.0,84.55,210,1
4.0,1.0,0.0,19.6,2040,0
17.0,7.0,2.0,111.75,2040,0
12.0,6.0,4.0,106.5,1560,0
17.0,7.0,2.0,107.7,2160,0
2.0,1.0,1.0,19.3,960,0
4.0,1.0,2.0,20.05,2160,0
2.0,1.0,3.0,69.95,30,0
10.0,4.0,2.0,63.7,1260,0
6.0,2.0,2.0,24.75,750,1
9.0,2.0,2.0,50.9,1350,0
11.0,5.0,0.0,60.4,1290,0
15.0,6.0,4.0,79.25,1110,0
6.0,3.0,4.0,85.8,600,1
0.0,0.0,3.0,24.45,120,1
16.0,7.0,1.0,110.1,1890,0
10.0,3.0,3.0,90.7,90,0
4.0,2.0,0.0,25.3,1980,0
12.0,6.0,3.0,105.7,840,1
7.0,3.0,3.0,85.2,240,0
6.0,2.0,1.0,24.35,2130,0
2.0,0.0,3.0,24.25,30,1
4.0,2.0,0.0,25.1,2160,0
7.0,3.0,2.0,54.55,480,0
15.0,6.0,1.0,96.6,1980,0
6.0,2.0,4.0,76.5,330,1
18.0,7.0,3.0,81.15,1530,0
5.0,2.0,3.0,38.5,240,0
9.0,3.0,4.0,92.9,420,0
11.0,5.0,1.0,93.5,120,1
17.0,7.0,3.0,84.7,2100,0
11.0,5.0,1.0,66.0,2100,0
11.0,5.0,4.0,101.5,1620,1
5.0,2.0,4.0,74.9,840,1
5.0,1.0,1.0,20.75,720,0
8.0,3.0,4.0,61.45,2070,0
8.0,3.0,4.0,54.5,1260,0
4.0,1.0,4.0,69.6,60,1
11.0,5.0,5.0,99.75,1170,0
18.0,7.0,1.0,109.75,1350,0
18.0,7.0,1.0,80.85,2160,0
2.0,1.0,1.0,20.3,1140,0
14.0,6.0,1.0,67.8,2160,0
6.0,2.0,2.0,24.05,30,1
6.0,1.0,1.0,19.8,2160,0
8.0,2.0,0.0,25.7,1650,0
9.0,4.0,0.0,56.15,1530,0
17.0,7.0,1.0,86.7,1890,0
4.0,1.0,0.0,20.4,30,0
5.0,1.0,1.0,19.65,690,0
4.0,2.0,3.0,50.55,30,1
8.0,3.0,0.0,54.35,60,0
16.0,7.0,4.0,108.1,1560,0
10.0,3.0,5.0,54.45,1080,0
2.0,1.0,5.0,45.35,30,0
11.0,4.0,2.0,59.0,840,0
16.0,5.0,2.0,69.45,210,0
11.0,5.0,4.0,100.55,420,1
15.0,6.0,0.0,64.95,2160,0
3.0,1.0,1.0,20.5,30,1
5.0,1.0,2.0,18.85,300,0
3.0,1.0,1.0,19.8,1260,0
3.0,0.0,5.0,25.05,210,0
6.0,2.0,4.0,74.8,120,1
20.0,8.0,2.0,114.3,2160,0
2.0,0.0,4.0,24.45,600,1
16.0,7.0,2.0,109.2,1890,0
9.0,4.0,0.0,45.05,1680,0
4.0,2.0,1.0,51.0,150,0
15.0,7.0,1.0,110.45,2160,0
11.0,4.0,4.0,84.65,2040,0
9.0,4.0,0.0,60.05,2010,0
5.0,1.0,2.0,44.65,240,0
12.0,5.0,1.0,93.25,1560,0
4.0,1.0,3.0,20.25,540,0
7.0,2.0,0.0,25.45,1770,0
5.0,1.0,2.0,20.6,1800,0
11.0,4.0,6.0,94.1,210,0
4.0,2.0,2.0,34.8,1770,0
11.0,5.0,0.0,60.75,1380,0
4.0,2.0,3.0,51.35,150,0
12.0,5.0,1.0,64.05,1770,0
15.0,7.0,1.0,84.8,2100,0
7.0,1.0,6.0,71.0,420,1
7.0,2.0,2.0,50.15,1320,0
12.0,5.0,3.0,94.6,1920,0
12.0,5.0,0.0,59.75,1740,0
11.0,5.0,1.0,100.25,1380,0
11.0,5.0,3.0,98.9,1740,0
11.0,5.0,5.0,97.7,2160,0
4.0,2.0,4.0,40.3,900,1
11.0,4.0,4.0,60.25,330,0
13.0,4.0,3.0,56.25,1020,0
7.0,3.0,3.0,46.2,1620,0
9.0,3.0,4.0,50.6,90,1
6.0,2.0,0.0,24.9,2160,0
10.0,4.0,3.0,84.85,1200,1
6.0,3.0,3.0,65.7,60,1
8.0,4.0,5.0,63.35,1620,0
5.0,2.0,3.0,50.1,420,0
5.0,1.0,4.0,70.5,30,1
13.0,5.0,3.0,94.85,300,1
6.0,2.0,4.0,50.15,30,0
4.0,1.0,1.0,19.75,30,1
11.0,5.0,0.0,64.65,1680,0
15.0,6.0,1.0,79.6,2040,0
4.0,1.0,0.0,19.5,420,0
11.0,5.0,2.0,99.55,2040,0
5.0,2.0,5.0,74.0,1650,0
6.0,2.0,2.0,38.9,480,0
9.0,2.0,4.0,79.55,270,0
10.0,4.0,2.0,65.45,420,1
12.0,5.0,4.0,98.7,1740,1
8.0,3.0,3.0,46.3,1590,0
17.0,6.0,3.0,99.35,2100,0
8.0,4.0,3.0,95.8,420,0
11.0,5.0,3.0,67.5,660,1
7.0,3.0,3.0,78.15,300,0
4.0,2.0,0.0,26.1,870,0
5.0,1.0,4.0,69.6,30,1
15.0,7.0,1.0,84.35,1470,1
13.0,5.0,4.0,100.2,2040,1
5.0,2.0,4.0,78.05,30,1
6.0,2.0,1.0,40.35,900,0
15.0,7.0,1.0,79.2,2160,0
7.0,1.0,1.0,20.9,300,0
5.0,2.0,6.0,73.6,210,1
9.0,2.0,4.0,74.75,270,1
4.0,2.0,3.0,49.9,30,0
12.0,5.0,0.0,68.9,600,0
3.0,1.0,0.0,20.25,30,0
6.0,2.0,3.0,76.0,870,0
